2
4
4
6
7
7
7
9
9
10
9
9
9
9
10
11
12
12
11
12
12
12
11
11
11
12
11
11
11
11
12
13
14
14
13
13
14
14
14
14
14
14
14
14
14
15
13
14
14
14
